containerId,id,name,type,vendor,triggers,raw
GTM-N26LKHCP,__flc,NMPI Remarketing - Remarketing Tag,Floodlight Counter/Sales,Floodlight,520,"{""function"":""__flc"",""metadata"":[""map"",""name"",""NMPI Remarketing - Remarketing Tag""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_customVariable"":[""list"",[""map"",""key"",""u14"",""value"",[""macro"",57]],[""map"",""key"",""u10"",""value"",[""macro"",29]]],""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""remar0"",""vtp_useImageTag"":false,""vtp_activityTag"":""seawo0"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""6258894"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":520}"
GTM-N26LKHCP,__fls,"macro,59/macro,60",Floodlight Counter/Sales,Floodlight,528,"{""function"":""__fls"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_revenue"":[""macro"",34],""vtp_enableConversionLinker"":true,""vtp_countingMethod"":""TRANSACTIONS"",""vtp_enhancedUserData"":false,""vtp_orderId"":[""macro"",20],""vtp_enableProductReporting"":false,""vtp_groupTag"":[""macro"",59],""vtp_useImageTag"":false,""vtp_activityTag"":[""macro"",60],""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""11500802"",""vtp_countingMethodIsTransactions"":true,""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""vtp_enableMerchantFeedVariables"":true,""tag_id"":528}"
GTM-N26LKHCP,__fls,Varick IO Sales Floodlights,Floodlight Counter/Sales,Floodlight,541,"{""function"":""__fls"",""metadata"":[""map"",""name"",""Varick IO Sales Floodlights""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_revenue"":[""macro"",34],""vtp_enableConversionLinker"":true,""vtp_quantity"":[""macro"",49],""vtp_countingMethod"":""ITEM_SOLD"",""vtp_orderId"":[""macro"",20],""vtp_enableProductReporting"":false,""vtp_groupTag"":""sales0"",""vtp_useImageTag"":false,""vtp_activityTag"":[""macro"",61],""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":[""macro"",47],""vtp_countingMethodIsItemSold"":true,""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""vtp_enableMerchantFeedVariables"":true,""tag_id"":541}"
GTM-N26LKHCP,__flc,seaworld/swn-i0,Floodlight Counter/Sales,Floodlight,546,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""seaworld"",""vtp_useImageTag"":false,""vtp_activityTag"":""swn-i0"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":546}"
GTM-N26LKHCP,__flc,busch0/busch0,Floodlight Counter/Sales,Floodlight,550,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""busch0"",""vtp_useImageTag"":false,""vtp_activityTag"":""busch0"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""11500802"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":550}"
GTM-N26LKHCP,__flc,dco/prcunq,Floodlight Counter/Sales,Floodlight,551,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""dco"",""vtp_useImageTag"":false,""vtp_activityTag"":""prcunq"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":551}"
GTM-N26LKHCP,__sp,Adwords Remarketing - ESP,Google Ads Remarketing,Google Ads,554,"{""function"":""__sp"",""metadata"":[""map"",""name"",""Adwords Remarketing - ESP""],""consent"":[""list"",""ad_storage""],""vtp_enableConversionLinker"":true,""vtp_enableDynamicRemarketing"":false,""vtp_conversionCookiePrefix"":""_gcl"",""vtp_conversionId"":""969999007"",""vtp_customParamsFormat"":""NONE"",""vtp_rdp"":false,""vtp_enableOgtRmktParams"":true,""vtp_enableUserId"":true,""vtp_url"":[""macro"",4],""vtp_enableRdpCheckbox"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":554}"
GTM-N26LKHCP,__flc,dco/discofrr,Floodlight Counter/Sales,Floodlight,555,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""dco"",""vtp_useImageTag"":false,""vtp_activityTag"":""discofrr"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":555}"
GTM-N26LKHCP,__cvt_188697223_57,Conversion 14099420,__cvt_188697223_57,Other/Unknown,557,"{""function"":""__cvt_188697223_57"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_customUrl"":"""",""vtp_partnerId"":""5338844"",""vtp_conversionId"":""14099420"",""tag_id"":557}"
GTM-N26LKHCP,__flc,aquat00/aqocart,Floodlight Counter/Sales,Floodlight,558,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""aquat00"",""vtp_useImageTag"":false,""vtp_activityTag"":""aqocart"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""11500802"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":558}"
GTM-N26LKHCP,__awct,Adwords - Conversion - NMPI,Google Ads Conversion Tracking,Google Ads,560,"{""function"":""__awct"",""metadata"":[""map"",""name"",""Adwords - Conversion - NMPI""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableNewCustomerReporting"":false,""vtp_enableConversionLinker"":true,""vtp_orderId"":[""macro"",20],""vtp_enableProductReporting"":false,""vtp_conversionValue"":[""macro"",34],""vtp_enableEnhancedConversion"":false,""vtp_conversionCookiePrefix"":""_gcl"",""vtp_enableShippingData"":false,""vtp_conversionId"":""867912333"",""vtp_currencyCode"":""GBP"",""vtp_conversionLabel"":""5g_WCNnB72sQjZXtnQM"",""vtp_rdp"":false,""vtp_url"":[""macro"",4],""vtp_enableProductReportingCheckbox"":true,""vtp_enableNewCustomerReportingCheckbox"":true,""vtp_enableEnhancedConversionsCheckbox"":false,""vtp_enableRdpCheckbox"":true,""vtp_enableTransportUrl"":false,""vtp_enableCustomParams"":false,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":560}"
GTM-N26LKHCP,__flc,anulps/anpass-c,Floodlight Counter/Sales,Floodlight,564,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""anulps"",""vtp_useImageTag"":false,""vtp_activityTag"":""anpass-c"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":564}"
GTM-N26LKHCP,__img,,Custom Image,Custom,566,"{""function"":""__img"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_useCacheBuster"":true,""vtp_url"":""https://b.videoamp.com/d2/150f1399-8ad0-4f81-aed7-5d259621fcad/5974/impression?bwb=35&vpxid=5974&dnt=false&cevt=ORDER_CONFIRMATION"",""vtp_cacheBusterQueryParam"":""gtmcb"",""vtp_randomNumber"":[""macro"",3],""tag_id"":566}"
GTM-N26LKHCP,__flc,bgt/bgt-s0,Floodlight Counter/Sales,Floodlight,569,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""bgt"",""vtp_useImageTag"":false,""vtp_activityTag"":""bgt-s0"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":569}"
GTM-N26LKHCP,__awct,Conversion 1046403988,Google Ads Conversion Tracking,Google Ads,570,"{""function"":""__awct"",""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_conversionValue"":[""macro"",13],""vtp_orderId"":[""macro"",20],""vtp_conversionCookiePrefix"":""_gcl"",""vtp_conversionId"":""1046403988"",""vtp_currencyCode"":""USD"",""vtp_conversionLabel"":""VW4KCOmUsYUBEJS3-_ID"",""vtp_url"":[""macro"",4],""vtp_enableProductReportingCheckbox"":true,""vtp_enableNewCustomerReportingCheckbox"":true,""vtp_enableEnhancedConversionsCheckbox"":false,""vtp_enableRdpCheckbox"":true,""vtp_enableTransportUrl"":false,""vtp_enableCustomParams"":false,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":570}"
GTM-N26LKHCP,__cvt_188697223_57,Conversion 12811170,__cvt_188697223_57,Other/Unknown,573,"{""function"":""__cvt_188697223_57"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_customUrl"":"""",""vtp_partnerId"":""5503233"",""vtp_conversionId"":""12811170"",""tag_id"":573}"
GTM-N26LKHCP,__flc,"count0/macro,62",Floodlight Counter/Sales,Floodlight,576,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""count0"",""vtp_useImageTag"":false,""vtp_activityTag"":[""macro"",62],""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9092648"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":576}"
GTM-N26LKHCP,__img,,Custom Image,Custom,589,"{""function"":""__img"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_useCacheBuster"":true,""vtp_url"":[""template"",""https://px.gumgum.com/ad/conversion?cmp=12557&num=1&rnd="",[""escape"",[""macro"",36],12]],""vtp_cacheBusterQueryParam"":""gtmcb"",""vtp_randomNumber"":[""macro"",3],""tag_id"":589}"
GTM-N26LKHCP,__flc,HMI - SWT - Annual Pass - STND,Floodlight Counter/Sales,Floodlight,591,"{""function"":""__flc"",""metadata"":[""map"",""name"",""HMI - SWT - Annual Pass - STND""],""consent"":[""list"",""ad_storage""],""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""swt"",""vtp_useImageTag"":false,""vtp_activityTag"":""anpstnd"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":591}"
GTM-N26LKHCP,__cvt_188697223_57,Conversion 12811162,__cvt_188697223_57,Other/Unknown,593,"{""function"":""__cvt_188697223_57"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_customUrl"":"""",""vtp_partnerId"":""5503233"",""vtp_conversionId"":""12811162"",""tag_id"":593}"
GTM-N26LKHCP,__flc,busch00/tbusch00,Floodlight Counter/Sales,Floodlight,595,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""busch00"",""vtp_useImageTag"":false,""vtp_activityTag"":""tbusch00"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""11500802"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":595}"
GTM-N26LKHCP,__flc,seawo00/orseaw00,Floodlight Counter/Sales,Floodlight,596,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""seawo00"",""vtp_useImageTag"":false,""vtp_activityTag"":""orseaw00"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""11500802"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":596}"
GTM-N26LKHCP,__flc,bgt/tixfcard,Floodlight Counter/Sales,Floodlight,599,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""bgt"",""vtp_useImageTag"":false,""vtp_activityTag"":""tixfcard"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":599}"
GTM-N26LKHCP,__cvt_188697223_57,,__cvt_188697223_57,Other/Unknown,603,"{""function"":""__cvt_188697223_57"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_customUrl"":"""",""vtp_partnerId"":""5503233"",""vtp_conversionId"":"""",""tag_id"":603}"
GTM-N26LKHCP,__flc,Varick IO Floodlight Page Counters,Floodlight Counter/Sales,Floodlight,609,"{""function"":""__flc"",""metadata"":[""map"",""name"",""Varick IO Floodlight Page Counters""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""seaworld"",""vtp_useImageTag"":false,""vtp_activityTag"":[""macro"",63],""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""8941643"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":609}"
GTM-N26LKHCP,__img,,Custom Image,Custom,611,"{""function"":""__img"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_useCacheBuster"":true,""vtp_url"":""https://b.videoamp.com/d2/d6147749-5db8-4a6f-8a28-27fb52e58031/5975/impression?bwb=35&vpxid=5975&dnt=false&cevt=ORDER_CONFIRMATION"",""vtp_cacheBusterQueryParam"":""gtmcb"",""vtp_randomNumber"":[""macro"",3],""tag_id"":611}"
GTM-N26LKHCP,__flc,busch00/tbusch01,Floodlight Counter/Sales,Floodlight,613,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""busch00"",""vtp_useImageTag"":false,""vtp_activityTag"":""tbusch01"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""11500802"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":613}"
GTM-N26LKHCP,__flc,svtest/seawo0,Floodlight Counter/Sales,Floodlight,625,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""svtest"",""vtp_useImageTag"":false,""vtp_activityTag"":""seawo0"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":625}"
GTM-N26LKHCP,__awct,Conversion 760266327,Google Ads Conversion Tracking,Google Ads,627,"{""function"":""__awct"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableNewCustomerReporting"":false,""vtp_enableConversionLinker"":true,""vtp_enableProductReporting"":false,""vtp_enableEnhancedConversion"":false,""vtp_conversionCookiePrefix"":""_gcl"",""vtp_enableShippingData"":false,""vtp_conversionId"":""760266327"",""vtp_conversionLabel"":""sSv6CNHs_JUBENf8wuoC"",""vtp_rdp"":false,""vtp_url"":[""macro"",4],""vtp_enableProductReportingCheckbox"":true,""vtp_enableNewCustomerReportingCheckbox"":true,""vtp_enableEnhancedConversionsCheckbox"":false,""vtp_enableRdpCheckbox"":true,""vtp_enableTransportUrl"":false,""vtp_enableCustomParams"":false,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":627}"
GTM-N26LKHCP,__awct,Conversion 760264451,Google Ads Conversion Tracking,Google Ads,628,"{""function"":""__awct"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableNewCustomerReporting"":false,""vtp_enableConversionLinker"":true,""vtp_enableProductReporting"":false,""vtp_enableEnhancedConversion"":false,""vtp_conversionCookiePrefix"":""_gcl"",""vtp_enableShippingData"":false,""vtp_conversionId"":""760264451"",""vtp_conversionLabel"":""yUhpCKmw8JUBEIPuwuoC"",""vtp_rdp"":false,""vtp_url"":[""macro"",4],""vtp_enableProductReportingCheckbox"":true,""vtp_enableNewCustomerReportingCheckbox"":true,""vtp_enableEnhancedConversionsCheckbox"":false,""vtp_enableRdpCheckbox"":true,""vtp_enableTransportUrl"":false,""vtp_enableCustomParams"":false,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":628}"
GTM-N26LKHCP,__flc,svtest/bgwsi0,Floodlight Counter/Sales,Floodlight,642,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""svtest"",""vtp_useImageTag"":false,""vtp_activityTag"":""bgwsi0"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":642}"
GTM-N26LKHCP,__flc,bgt/bgtsi0,Floodlight Counter/Sales,Floodlight,839,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""bgt"",""vtp_useImageTag"":false,""vtp_activityTag"":""bgtsi0"",""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":839}"
GTM-N26LKHCP,__paused,,__paused,Other/Unknown,890,"{""function"":""__paused"",""vtp_originalTagType"":""img"",""tag_id"":890}"
GTM-N26LKHCP,__paused,,__paused,Other/Unknown,891,"{""function"":""__paused"",""vtp_originalTagType"":""img"",""tag_id"":891}"
GTM-N26LKHCP,__flc,FL - United - SWO/APO Confirmation Pages,Floodlight Counter/Sales,Floodlight,916,"{""function"":""__flc"",""metadata"":[""map"",""name"",""FL - United - SWO/APO Confirmation Pages""],""consent"":[""list"",""ad_storage""],""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""cp4fg0"",""vtp_useImageTag"":false,""vtp_activityTag"":""unite0"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""15158822"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":916}"
GTM-N26LKHCP,__fls,FL - United - SWO/APO Sales,Floodlight Counter/Sales,Floodlight,917,"{""function"":""__fls"",""metadata"":[""map"",""name"",""FL - United - SWO/APO Sales""],""consent"":[""list"",""ad_storage""],""vtp_revenue"":[""macro"",13],""vtp_enableConversionLinker"":true,""vtp_quantity"":[""macro"",14],""vtp_countingMethod"":""ITEM_SOLD"",""vtp_enhancedUserData"":false,""vtp_orderId"":[""macro"",20],""vtp_enableProductReporting"":false,""vtp_groupTag"":""sales0"",""vtp_useImageTag"":false,""vtp_activityTag"":""unite0"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""15158822"",""vtp_countingMethodIsItemSold"":true,""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""vtp_enableMerchantFeedVariables"":true,""tag_id"":917}"
GTM-N26LKHCP,__flc,FL - United - SWO/APO All Pages,Floodlight Counter/Sales,Floodlight,918,"{""function"":""__flc"",""metadata"":[""map"",""name"",""FL - United - SWO/APO All Pages""],""consent"":[""list"",""ad_storage""],""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":""lpvso0"",""vtp_useImageTag"":false,""vtp_activityTag"":""unite0"",""vtp_ordinalType"":""STANDARD"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""15158822"",""vtp_ordinalStandard"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":918}"
GTM-N26LKHCP,__flc,"macro,66/macro,67",Floodlight Counter/Sales,Floodlight,1664,"{""function"":""__flc"",""metadata"":[""map""],""consent"":[""list"",""ad_storage""],""once_per_event"":true,""vtp_enableConversionLinker"":true,""vtp_enhancedUserData"":false,""vtp_groupTag"":[""macro"",66],""vtp_useImageTag"":false,""vtp_activityTag"":[""macro"",67],""vtp_ordinalType"":""UNIQUE"",""vtp_conversionCookiePrefix"":""_gcl"",""vtp_advertiserId"":""9124178"",""vtp_ordinalUnique"":""1"",""vtp_number"":[""macro"",3],""vtp_url"":[""macro"",4],""vtp_enableGoogleAttributionOptions"":false,""vtp_showConversionLinkingControls"":true,""vtp_enableMatchIdVariable"":true,""vtp_enableSmartDestinationId"":true,""vtp_enableEventParameters"":true,""tag_id"":1664}"
